"profil";"secteur_activite";"date";"region";"temperature_2m_mean";"relative_humidity_mean";"precipitation_sum";"total_energie_soutiree_wh";"is_vacances";"nom_vacances"
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-06-13;Occitanie;17.116667;61.191147;0.0;17979490083;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-02-17;Provence-Alpes-Côte d'Azur;11.1125;81.958;0.0;248163926;1;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2025-05-22;Nouvelle Aquitaine;;;;3317891626;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-11-02;Bretagne;10.941667;69.8364;7.9;10903133600;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-12-24;Occitanie;9.15625;90.69764;0.0;17677972559;1;Vacances de Noël
ENT1 (+ ENT2);S2: Industrie;2024-04-25;Nouvelle Aquitaine;;;;3542213964;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-05-04;Nouvelle Aquitaine;;;;3770107.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-03-30;Bourgogne-Franche-Comté;11.435417;69.4074;5.8;146137346;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-11-01;Grand-Est;;;;7061906.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-02-16;Occitanie;11.3;91.064514;17.8;17336096309;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-05-31;Centre-Val de Loire;13.020833;84.40801;6.6000004;239237.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-09-02;Bretagne;19.197916;81.5918;0.3;11499885445;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-11-22;Auvergne-Rhône-Alpes;1.5770832;75.69697;0.0;499159813;0;
ENT1 (+ ENT2);S1: Agriculture;2023-08-31;Pays de la Loire;18.308332;79.25007;1.2;1108441544;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-23;Grand-Est;;;;158403200;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-04;Hauts-de-France;16.189583;80.97638;1.9;11600858886;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-08-11;Auvergne-Rhône-Alpes;27.5;37.92746;0.0;23251533037;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-09-01;Normandie;22.00625;79.05772;0.6;862108462;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-02-27;Pays de la Loire;7.129167;71.06537;0.0;0.0;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-09-28;Île-de-France;10.454166;76.57898;0.5;63878601349;0;
ENT1 (+ ENT2);S2: Industrie;2023-12-12;Centre-Val de Loire;11.658333;92.69272;9.7;1637926316;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-24;Pays de la Loire;4.5104165;75.44597;0.0;15370483255;1;Vacances de Noël
ENT1 (+ ENT2);S2: Industrie;2023-09-18;Auvergne-Rhône-Alpes;20.258333;81.14889;27.7;6533127169;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-06-24;Auvergne-Rhône-Alpes;20.083334;71.44808;0.0;29968413;0;
ENT1 (+ ENT2);S1: Agriculture;2023-11-05;Occitanie;12.412499;65.80457;0.0;460391314;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-05-24;Bourgogne-Franche-Comté;12.712501;80.57726;9.099999;10285974;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-02;Provence-Alpes-Côte d'Azur;24.122917;44.20667;0.0;509706763;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-12-03;Occitanie;2.7604167;72.38765;0.0;10353230291;0;
ENT1 (+ ENT2);S2: Industrie;2024-11-27;Pays de la Loire;13.556251;90.08157;10.8;3331080525;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-11-18;Normandie;4.016667;90.62075;3.0;11897463529;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-09-06;Grand-Est;;;;35035284973;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-06-06;Nouvelle Aquitaine;;;;15656643768;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-11-16;Pays de la Loire;12.827084;81.65302;10.4;29715809693;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-06-04;Occitanie;17.695833;81.19744;10.6;16053954778;0;
ENT1 (+ ENT2);S1: Agriculture;2024-01-29;Pays de la Loire;10.422916;89.361305;0.0;900037365;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-12-07;Hauts-de-France;11.193749;91.96808;11.900001;26570948295;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-03-24;Bretagne;7.4229164;76.45632;0.0;458132.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-08-28;Occitanie;18.808332;62.80318;0.3;2784818.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-06-15;Nouvelle Aquitaine;;;;14838867058;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-09-10;Auvergne-Rhône-Alpes;17.672916;77.08007;1.0;11780465;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-02-10;Occitanie;9.466666;82.412796;0.0;20341395138;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-11-28;Provence-Alpes-Côte d'Azur;9.641666;68.54403;0.4;10044792;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-12-01;Centre-Val de Loire;3.0958335;88.61562;0.0;8819203235;0;
ENT1 (+ ENT2);S2: Industrie;2024-09-04;Normandie;15.910417;80.30375;0.5;1702487165;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-11-25;Bretagne;11.027083;89.583984;9.7;883121118;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-06-08;Pays de la Loire;15.660417;71.92358;0.0;12503411802;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-08-18;Pays de la Loire;17.208334;69.12197;0.0;7333610258;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-09-23;Hauts-de-France;13.047916;77.303665;0.0;1321609974;0;
ENT1 (+ ENT2);S2: Industrie;2024-03-04;Hauts-de-France;5.429167;82.413445;0.0;2794653195;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-09-09;Normandie;15.381249;88.44268;3.3;24270158859;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-05-19;Hauts-de-France;14.6875;81.801605;0.2;25015554469;0;
ENT1 (+ ENT2);S2: Industrie;2025-02-04;Normandie;2.33125;91.70637;0.0;2494323942;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-06-05;Provence-Alpes-Côte d'Azur;18.502083;81.343315;0.0;16552913993;0;
ENT1 (+ ENT2);S2: Industrie;2024-02-15;Grand-Est;;;;2685272683;0;
ENT1 (+ ENT2);S2: Industrie;2025-05-13;Centre-Val de Loire;14.616666;76.73056;0.2;1373824806;0;
ENT1 (+ ENT2);S1: Agriculture;2024-09-27;Provence-Alpes-Côte d'Azur;19.25;66.49835;0.0;488713839;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-03-01;Provence-Alpes-Côte d'Azur;9.252084;83.96441;3.4999998;45358786;1;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2025-04-27;Centre-Val de Loire;14.14375;73.591225;0.6;4450725104;1;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2023-09-29;Bretagne;17.577084;77.98107;0.5;5756570.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-11-17;Auvergne-Rhône-Alpes;5.629167;93.03595;0.0;27957145071;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-08-04;Bourgogne-Franche-Comté;19.185417;78.35769;0.0;181373731;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-08-15;Île-de-France;24.041666;54.065536;0.0;15270869617;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-05-05;Grand-Est;;;;8834600.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-10-26;Grand-Est;;;;12816380078;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-04-25;Occitanie;14.370833;75.884384;0.0;15256803631;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2025-02-16;Nouvelle Aquitaine;;;;2192083524;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-11-27;Grand-Est;;;;32734858802;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-09-27;Grand-Est;;;;31569244794;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-06-10;Normandie;15.020833;81.35067;0.0;25410167411;0;
ENT1 (+ ENT2);S2: Industrie;2024-12-06;Bourgogne-Franche-Comté;6.977083;83.91848;5.0;2220627890;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-04;Auvergne-Rhône-Alpes;3.7854166;84.96035;0.0;478122673;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-12-14;Nouvelle Aquitaine;;;;15795031949;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-08-13;Hauts-de-France;18.483334;76.13288;1.0;15340352835;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-03-01;Provence-Alpes-Côte d'Azur;10.877083;65.1453;0.0;24530301202;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-29;Normandie;16.558332;83.76889;0.6;196121049;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-02-16;Pays de la Loire;4.514583;79.24961;0.0;10437787853;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-05-27;Provence-Alpes-Côte d'Azur;18.289583;79.19754;0.6;10883085690;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-05-13;Hauts-de-France;17.35;79.38616;1.0;12823265209;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-08-14;Provence-Alpes-Côte d'Azur;28.75;47.501587;0.0;49815455;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-09-18;Bourgogne-Franche-Comté;15.150001;73.65215;0.0;22128464009;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-09;Auvergne-Rhône-Alpes;5.5291667;90.65545;13.0;354394335;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-09-19;Bourgogne-Franche-Comté;15.120833;76.496376;0.0;10147614749;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-08-19;Occitanie;22.683334;70.47088;13.4;8513330.0;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2023-11-14;Pays de la Loire;13.629167;86.545685;1.5;20488116;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-10;Hauts-de-France;18.0625;63.703842;0.0;11718794892;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-11-03;Occitanie;15.818749;79.88404;0.0;16439460885;1;Vacances de la Toussaint
ENT1 (+ ENT2);S2: Industrie;2024-03-22;Occitanie;15.658334;81.41979;0.0;2913988096;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-10-31;Île-de-France;11.368751;84.4226;0.5;43309289410;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-11-09;Provence-Alpes-Côte d'Azur;12.054166;79.198875;0.0;19766319449;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-02-13;Hauts-de-France;2.5354168;85.36347;0.1;11929721;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-12-26;Normandie;-1.0395833;79.77202;0.0;218920957;1;Vacances de Noël
ENT1 (+ ENT2);S3: Tertiaire;2024-03-05;Occitanie;8.04375;83.355255;8.3;19738355785;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-03-26;Pays de la Loire;10.235416;82.99981;0.0;0.0;0;
ENT1 (+ ENT2);S2: Industrie;2023-12-16;Auvergne-Rhône-Alpes;4.608333;89.22571;0.0;4939011897;0;
ENT1 (+ ENT2);S1: Agriculture;2023-12-29;Normandie;9.73125;82.881615;1.9;676476149;1;Vacances de Noël
ENT1 (+ ENT2);S3: Tertiaire;2024-05-02;Nouvelle Aquitaine;;;;17119189401;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-03-15;Pays de la Loire;4.741667;67.01014;0.1;15037368399;0;
ENT1 (+ ENT2);S1: Agriculture;2024-12-13;Normandie;1.9895834;84.40302;0.0;787735796;0;
ENT1 (+ ENT2);S1: Agriculture;2024-12-10;Provence-Alpes-Côte d'Azur;7.34375;79.04371;0.2;416303461;0;
ENT1 (+ ENT2);S2: Industrie;2025-03-02;Nouvelle Aquitaine;;;;2128776160;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-05-21;Centre-Val de Loire;13.833333;87.56791;6.3;21646952;0;
ENT1 (+ ENT2);S1: Agriculture;2024-02-10;Île-de-France;7.86875;92.823326;8.0;134052955;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-03-21;Occitanie;14.6125;82.57882;0.0;17652868992;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-10-26;Centre-Val de Loire;8.694;78.05145;0.2;1748400.0;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2024-12-04;Nouvelle Aquitaine;;;;1116078151;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-12;Pays de la Loire;10.247916;93.31205;0.8000001;16775846835;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-24;Normandie;22.102083;86.302345;6.5;8130786397;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-09-26;Hauts-de-France;10.566667;80.203316;0.2;38463692928;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-07-30;Provence-Alpes-Côte d'Azur;26.002083;59.619736;0.0;452953933;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-10-29;Centre-Val de Loire;13.322;84.279686;7.4;345032305;1;Vacances de la Toussaint
ENT1 (+ ENT2);S2: Industrie;2024-02-06;Auvergne-Rhône-Alpes;3.3625;89.9585;0.0;8508956416;0;
ENT1 (+ ENT2);S2: Industrie;2025-12-01;Grand-Est;;;;2995867675;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-02-18;Occitanie;10.027083;84.12815;0.0;18784120286;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-12-22;Bretagne;10.733334;80.51604;0.3;14021850028;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-11-04;Hauts-de-France;9.220834;87.179596;7.6;18965644991;1;Vacances de la Toussaint
ENT1 (+ ENT2);S3: Tertiaire;2024-02-20;Bretagne;9.48125;88.30664;0.2;10969217788;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-11-15;Occitanie;7.025;82.14367;0.0;16638818562;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-12-16;Nouvelle Aquitaine;;;;21221430998;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-08-27;Nouvelle Aquitaine;;;;16723632241;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-02-08;Bourgogne-Franche-Comté;9.966666;87.165886;2.5;8313221547;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-08-27;Bretagne;18.633333;75.601776;2.1;1870649.0;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-11-13;Normandie;13.077084;87.74319;9.8;775998967;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-12-04;Nouvelle Aquitaine;;;;25872927208;0;
ENT1 (+ ENT2);S2: Industrie;2025-09-22;Centre-Val de Loire;12.477084;74.23194;0.4;1303914645;0;
ENT1 (+ ENT2);S1: Agriculture;2023-12-12;Auvergne-Rhône-Alpes;11.116666;90.536835;8.4;556372286;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-08-04;Nouvelle Aquitaine;;;;33927664;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-25;Provence-Alpes-Côte d'Azur;19.977083;79.37518;2.1;25971039840;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-09-10;Bretagne;15.7;86.60616;25.4;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-09-26;Centre-Val de Loire;10.735416;87.82514;0.70000005;628472720;0;
ENT1 (+ ENT2);S1: Agriculture;2025-12-13;Normandie;7.99375;96.03543;0.0;727468945;0;
ENT1 (+ ENT2);S1: Agriculture;2025-01-25;Nouvelle Aquitaine;;;;881723447;0;
ENT1 (+ ENT2);S1: Agriculture;2025-06-02;Auvergne-Rhône-Alpes;18.777082;86.82974;17.4;703836252;0;
ENT1 (+ ENT2);S1: Agriculture;2023-10-27;Grand-Est;;;;627828402;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-02-22;Bourgogne-Franche-Comté;8.443749;89.43045;17.4;8483816.0;1;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2024-11-06;Grand-Est;;;;2555547735;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-06-22;Normandie;15.400001;77.54368;4.6;6885395177;0;
ENT1 (+ ENT2);S2: Industrie;2024-07-27;Centre-Val de Loire;19.5625;90.88357;17.3;737401811;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2023-12-01;Bourgogne-Franche-Comté;3.95;93.69473;3.0;9214898.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-08-23;Normandie;20.858334;79.59882;0.0;23889655575;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2025-12-05;Auvergne-Rhône-Alpes;3.8020833;91.71516;0.4;7726419483;0;
ENT1 (+ ENT2);S1: Agriculture;2025-11-24;Hauts-de-France;5.55625;92.94687;9.1;1004527934;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-09-19;Occitanie;17.539583;69.0889;0.0;15966762566;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-09-25;Provence-Alpes-Côte d'Azur;18.320833;77.13032;0.0;328634184;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-13;Normandie;18.00625;77.63349;0.8;5862796028;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-09;Provence-Alpes-Côte d'Azur;12.529167;83.37131;0.5;26637262235;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-08-02;Centre-Val de Loire;17.012499;67.95931;0.3;8564662429;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-02-23;Île-de-France;5.93125;75.332565;1.5;130543394;1;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2024-11-13;Normandie;6.9874997;84.73815;0.0;2141430270;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-08-21;Hauts-de-France;17.914583;65.2765;0.2;33754693404;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2025-03-24;Grand-Est;;;;2384440639;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-02-29;Auvergne-Rhône-Alpes;5.36875;83.5316;0.0;52618744080;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-06-03;Île-de-France;18.981249;52.05891;0.0;0.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-11-16;Hauts-de-France;9.622916;89.0462;0.5;3823456.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-08-13;Normandie;23.854166;69.709694;1.5;12787215584;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-05;Bourgogne-Franche-Comté;15.789584;74.30396;0.0;162855601;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-10;Bretagne;20.5625;62.75287;0.0;653964151;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2023-12-20;Normandie;7.7604165;88.780464;2.4;14649985;0;
ENT1 (+ ENT2);S2: Industrie;2025-05-09;Normandie;13.041667;60.769733;0.0;1338168465;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-11-10;Centre-Val de Loire;8.872916;90.29452;0.0;10383562235;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-03-15;Pays de la Loire;4.741667;67.01014;0.1;13202006642;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-08-05;Île-de-France;15.841667;80.51226;4.8;3070319.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-11-02;Occitanie;13.347917;84.735054;21.800001;350516414;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-05-14;Pays de la Loire;13.895833;81.42186;1.7;15163825503;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-08;Provence-Alpes-Côte d'Azur;8.256249;66.451;0.1;309272044;0;
ENT1 (+ ENT2);S1: Agriculture;2025-02-17;Provence-Alpes-Côte d'Azur;8.902083;79.407776;0.0;389535587;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-09-19;Centre-Val de Loire;19.410418;69.76618;0.0;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-02-26;Auvergne-Rhône-Alpes;6.633333;72.19091;0.4;407814106;1;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2025-02-12;Bourgogne-Franche-Comté;7.777083;90.39114;4.2000003;8576068153;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-15;Nouvelle Aquitaine;;;;1096331837;0;
ENT1 (+ ENT2);S2: Industrie;2024-09-12;Nouvelle Aquitaine;;;;3253616791;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-02-10;Bourgogne-Franche-Comté;5.36875;94.15561;4.8;163897308;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-28;Île-de-France;7.941667;81.71453;7.1;101147845;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-08-24;Centre-Val de Loire;21.375;74.744316;1.8;833154319;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-05-07;Normandie;11.827084;83.353386;0.8;154528945;0;
ENT1 (+ ENT2);S1: Agriculture;2023-12-04;Provence-Alpes-Côte d'Azur;9.631249;78.13783;12.900001;401369920;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-08-18;Pays de la Loire;24.516668;50.830288;0.1;2055155.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-29;Île-de-France;13.452;78.743;3.8;16248588175;1;Vacances de la Toussaint
ENT1 (+ ENT2);S2: Industrie;2025-07-31;Hauts-de-France;18.983334;78.91598;14.8;2200865864;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-07-31;Centre-Val de Loire;19.364584;68.49267;1.2;1073625044;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-08-10;Nouvelle Aquitaine;;;;0.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-02-12;Normandie;2.7666667;86.18362;0.0;13518130;1;Vacances d'hiver
ENT1 (+ ENT2);S1: Agriculture;2024-08-16;Île-de-France;21.197916;70.179054;0.70000005;292323303;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-01-27;Centre-Val de Loire;3.0979166;85.36063;0.0;1067228427;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-09-06;Centre-Val de Loire;17.11875;78.26986;0.1;4180403.0;0;
ENT1 (+ ENT2);S2: Industrie;2024-03-10;Normandie;6.9395833;90.25696;0.6;1182307293;1;Vacances d'hiver
ENT1 (+ ENT2);S4: Non Affecté;2025-05-17;Provence-Alpes-Côte d'Azur;17.835417;52.50607;0.0;35204956;0;
ENT1 (+ ENT2);S1: Agriculture;2024-12-01;Centre-Val de Loire;7.7083335;94.036415;0.0;380589697;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-09-05;Nouvelle Aquitaine;;;;1404713638;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-08-29;Île-de-France;17.327084;74.493454;3.3;36393390897;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-09-26;Auvergne-Rhône-Alpes;17.266666;87.025246;39.2;21933005354;0;
ENT1 (+ ENT2);S1: Agriculture;2024-09-27;Bourgogne-Franche-Comté;13.202084;75.74049;3.4;320261697;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-11-07;Occitanie;8.90625;79.30431;0.0;18201988756;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-12-27;Pays de la Loire;10.010417;88.42211;2.1;18195666503;1;Vacances de Noël
ENT1 (+ ENT2);S2: Industrie;2024-08-25;Centre-Val de Loire;16.177084;66.52737;0.0;540054695;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-05-07;Auvergne-Rhône-Alpes;11.577084;83.813934;9.8;77951815;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-09-02;Occitanie;22.908333;69.6499;2.0;717350102;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-12-28;Pays de la Loire;1.5708333;88.471245;0.0;0.0;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-02-13;Bourgogne-Franche-Comté;4.5395837;85.54621;0.1;11223369722;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-10-31;Bourgogne-Franche-Comté;9.777083;92.04818;0.1;10093410015;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-02-14;Normandie;0.6333333;78.55957;0.0;0.0;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-12-02;Provence-Alpes-Côte d'Azur;10.902083;75.527435;2.2;10834038011;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-11-25;Bourgogne-Franche-Comté;4.4979167;89.84509;4.9;11606307679;0;
ENT1 (+ ENT2);S2: Industrie;2024-02-13;Normandie;6.085417;89.26722;5.0;2343872949;0;Vacances d'hiver
